1,21 - 1, Mixed Cocktail, Tall Highball, Lime Wheel, Mother`s Day, 1 1/4 oz. Rum, 1 oz. Lime juice, 1 oz. Simple Syrup, Dash Grenadine, In Shaker, mix ingredients, pour over ice,
2,21 - 2, Mixed Cocktail, Collins, Orange Slice & Lime Wheel, Green, 1 1/4 oz. Coconut Rum, 3/4 oz. Melon Liqueur, 2 oz. Orange juice, 2 oz. Pineapple juice, Pour Over 1 oz. Soda, In Shaker, mix ingredients, pour over ice
3,21 - 3, Mixed Cocktail, Highball Glass, Pineapple, Any, 1 1/2 oz. Early Times, 1 oz. Apricot Brandy, 2 oz. Pineapple juice, Club Soda, Shake ingredients with ice; pour into highball glass; stir in club soda,,,
4,57 T - Birds (California Plates), Mixed Cocktail, Collins, None, Any, 1 1/4 oz. Scotch, 1 oz. Coffee Liqueur, 3 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
5,57 T - Birds (Cape Cod Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,,
6,57 T - Birds (Florida Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Grapefruit juice, In Shaker, mix ingredients with ice and strain into glass,,,
7,57 T - Bird, Mixed Cocktail, Rocks Glass, None, Any, 1/2 oz. Southern Comfort, 1/2 oz. Grand Marnier, 1/2 oz. Amaretto Di Saronno, splash Pineapple juice, Fill shaker half full with ice, add ingredients; stir; strain into rocks glass,,
8,77 Sunset Strip - 1, Martini, Chilled Cocktail, 3 Speared Cocktail Onions, Father`s Day, 2 oz. Gin or Vodka, Dash Dry Vermouth, In Shaker, mix ingredients with ice and strain into glass,,,,
9,77 Sunset Strip - 2, Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz. Amaretto, 1/2 oz. Vodka, 1/2 oz. Pineapple juice, In Shaker, mix ingredients with ice and strain into glass,,
10,77 Sunset Strip - 3, Shooter, Cordial, None, 4th of July, 1/2 oz. Creme de Noya, 1/2 oz. White Creme de Menthe, 1/2 oz. Blue Curacao, Pour Liqueurs in the order they are listed,,,,
11,7th - Inning Stretch, Mixed Cocktail, Cocktail Glass, None, Any, 1 part Jack Daniel`s, 2 parts Orange juice, 2 parts 7-Up, Mix ingredients and pour into cocktail glass,,,,
12,Adam`s Apple - 1, Highball, Tall Rocks, None, Any, 1 1/2 oz. Galliano, 3/4 oz. White Creme de Menthe, Pour ingredients as listed over ice,,,,,
13,Adam`s Apple - 2, Martini, Chilled Cocktail, Lemon Twist, Any, 1 oz. Harvey`s Bristol Cream, 1 oz. Dubonnet, In Shaker, mix ingredients with ice and strain into glass,,,,
14,Adam`s Apple - 3, Mixed Cocktail, Rocks Glass, None, Any, 1 1/4 oz. Finlandia Vodka, Pour Finlandia vodka over ice, fill with apple cider, stir,,,,
15,Adios Mother - 1, Frozen Drink, Tall Specialty, Lime Wheel, Cinco de Mayo, 1 1/4 oz. Gold Tequila, 1/2 oz. Triple Sec, 1 1/2 oz. Margarita Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
16,Adios Mother - 2, Highball, Tall Highball, None, Any, 3/4 oz. Irish Cream, 3/4 oz. Amaretto, 1 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
941,Star Wars, Mixed Cocktail, Tall Glass, Orange wedge, Any, 3/4 oz. Finlandia Vodka, 3/4 oz. Southern Comfort, 3/4 oz. Orange Liqueur, Orange juice, Orange Wedge, Fill with orange juice,,,
942,Stars And Stripes, Shooter, Shot Glass, None, 4th of July, Equal part Southern Comfort, equal part Peppermint Schnapps, equal part Blackberry Brandy, dash Blue Curacao, Layer in above order; put dash of Blue Curacao on top of Blackberry Korbel Brandy,,,,
943,Starting Gate, Mixed Cocktail, Short Glass, None, Kentucky Derby, 1/4 oz. Jack Daniel`s, 1/4 oz. Spearmint Schnapps, 1/2 oz. Peach Schnapps, Mix ingredients as listed,,,,,
944,Steamboat Special, Shooter, Shot Glass, None, Any, 1 oz. Usher`s Scotch, 1/4 oz. Grand Marnier, Float Grand Marnier; serve as a shot,,,,,,
945,Stinger, Highball, Tall Rocks, None, Any, 1 1/2 oz. Brandy, 3/4 oz. White Creme de Menthe, Pour ingredients as listed over ice,,,,,,
946,Stone Sour, Mixed Cocktail, Tall Glass, Cherry, Any, 1 1/2 oz. Early Times, 1 1/2 oz. Bar Sour, 1 1/2 oz. Orange juice, Cherry, Mix ingredients as listed,,,,
947,Stone Sours, Mixed Cocktail, Collins, Orange Slice & Cherry, Any, 1 1/4 oz. Liqueur, 2 oz. Sweet & Sour Mix, 1 oz. Orange juice, In Shaker, mix ingredients, pour over ice,,,
948,Strawberry Daiquiri - 1, Frozen Drink, Tall Specialty, Strawberry, Valentine`s Day, 2 oz. Pureed Strawberries, 1 1/4 oz. Rum, 3/4 oz. Lime juice, 1/2 oz. Strawberry Liqueur, 1 Tbs. Bar Sugar, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
949,Strawberry Daiquiri - 2, Frozen Drink, Stemmed Glass, None, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Grenadine, 4 oz. Ladle Strawberries, 4-5 oz. Shaved Ice, Blend,,,,
950,Strawberry Decathlon, Ice Cream Drink, Tall Specialty, Strawberry & Cinnamon Stick, Any, 2 oz. Pureed Strawberries, 1 1/4 oz. Vodka, 1 oz. Simple Syrup, 2 Dashes Cinnamon, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
951,Strawberry Frappe, Mixed Cocktail, Champagne Glass, Strawberry, Any, 1 oz. Southern Comfort, 1 oz. Strawberry Liqueur, 1 slice Lemon, 1 Orange Peel, 1 Strawberry, Stir Southern Comfort and strawberry liqueur without ice; pour over crushed ice in deep-saucer champagne glass; twist orange peel above drink and drop,,,
952,Strawberry Mint, Ice Cream Drink, Tall Specialty, Strawberry & Mint Sprig, Any, 2 oz. Pureed Strawberries, 1 oz. Strawberry Liqueur, 1 oz. White Creme de Menthe, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
953,Strawberry Patch, Frozen Drink, Stemmed Glass, Strawberry, Any, 1 1/2 oz. Southern Comfort, 3 oz. frozen Sliced Strawberries, 2 oz. Orange juice, 4-5 crushd Ice Cubes, Blend until slushy; serve in a stemmed glass,,,,
954,Strawberry Pina Colada, Frozen Drink, Tall Specialty, Pineapple Wedge & Strawberry, Any, 2 oz. Pureed Strawberries, 1 1/4 oz. Rum, 3 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
955,Stretch Run, Mixed Cocktail, Tall Glass, None, Kentucky Derby, 1 oz. Jack Daniel`s, 1/2 oz. Triple Sec, 1/2 oz. Sweet and Sour Mix, 7-Up, Mix ingredients as listed,,,,
956,Suicide Squeeze, Mixed Cocktail, Tall Glass, None, Any, 1 oz. Jack Daniel`s, 1/2 oz. Peach Schnapps, Sweet and Sour Mix, Orange juice, Grenadine, 7-Up, Top with grenadine and 7-Up,,
957,Summer Breeze, Frozen Drink, Tall Specialty, Orange Slice, Any, 1/4 Ripe Banana, 1 1/4 oz. Rum, 2 oz. Orange juice, 1 oz. Papaya juice, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
958,Summer Cyclist, Smoothie, Collins, Orange Slice & Strawberry, Any, 2 oz. Pureed Strawberries, 1 3/4 oz. Grapefruit juice, 1 oz. Pineapple juice, 1 Scoop Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth., Fill Bottom of Glass with 11/2 inch Soda, Pour Drink in Center of Glass
959,Summer Peach, Ice Cream Drink, Tall Specialty, None, Any, 1 1/4 oz. Peach Schnapps, 2 oz. Orange juice, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Pour into 1 1/2 oz. Cranberry juice, Combine ingredients in blender, blend until smooth,,
960,Sunburn, Mixed Cocktail, Collins, Lime Squeeze, Valentine`s Day, 1 1/4 oz. Tequila, 1 oz. Triple Sec, 3 oz. Cranberry juice, Pour ingredients as listed over ice,,,,,
961,Sundown Sipper, Mixed Cocktail, Tall Glass, Lime wedge, Any, 1 part Jack Daniel`s, 1 part Triple Sec, 2 parts Grapefruit juice, 2 parts Cranberry juice, Combine ingredients,,,
962,Sunny Day Dream, Mixed Cocktail, Tall Glass, Lemon wedge, Any, 2 oz. Southern Comfort, Iced Tea, Lemon Wedge, Fill with iced tea,,,,
963,Sunset, Mixed Cocktail, Highball Glass, None, Any, 2 oz. Early Times, 1 oz. Triple Sec, Fill highball glass with ice; add ingredients; fill with orange juice and stir; float teaspoon grenadine,,,,,
964,Sunstroke, Mixed Cocktail, Collins, Lemon Squeeze, Any, 1 1/4 oz. Vodka, 1 oz. Triple Sec, 3 oz. Grapefruit juice, Pour ingredients as listed over ice,,,,
965,Surf Sider, Frozen Drink, Stemmed Glass, Pineapple slice and fancy stirrer, Any, 3 oz. Southern Comfort, 1 oz. Simple Syrup, 1/2 oz. Blue Curacao, 1/2 oz. Lime juice, 1 oz. Pineapple juice, Combine all ingredients with 1 cup of ice in blender until smooth,,
966,Sweet Tart, Mixed Cocktail, Collins, Lemon Squeeze & Cherry, Any, 1 1/4 oz. Blackberry Brandy, 3 oz. Sweet & Sour Mix, Top with Lemon-Lime Soda, In Shaker, mix ingredients, pour over ice,,
967,T.K.O, Shooter, Shot Glass, None, Any, 3/4 oz. Pepe Lopez Tequila, 3/4 oz. Anisette Liqueur, 3/4 oz. Coffee Liqueur (Kahlua), Mix ingredients as listed,,,,
968,Tahitian Itch, Mixed Cocktail, Tall Glass, None, Any, 1 oz. Jack Daniel`s, 1 oz. Rum, 1/2 oz. Orange Liqueur, 2 oz. Pineapple juice, 2 Tbsp Lime Sherbet, Ginger Ale, Fill with ginger ale,
969,Tall Citrus Soda, Mixed Cocktail, Tall Glass, Lemon twist, Any, 1 1/4 oz. Korbel Spiced Brandy, 3/4 oz. Noilly Prat Dry Vermouth, 3/4 oz. Gin, 3 oz. Club Soda, squeeze Lemon Wedge, Combine the Korbel Brandy, lemon, gin and vermouth over ice in a 12 oz. glass and top with soda
970,Tennessee, Mixed Cocktail, Short Glass, None, Any, 2 oz. Early Times, 3/4 oz. Maraschino Liqueur, 1/2 oz. Lemon juice, Mix ingredients as listed,,,,
971,Tennessee Lemonade, Mixed Cocktail, Tall Glass, None, Any, 1 oz. Jack Daniel`s, Lemonade, Fill with lemonade,,,,,
972,Tennessee Punch, Mixed Cocktail, Tall Glass, Pineapple wedge, Any, 1 1/2 oz. Jack Daniel`s, 1/2 oz. Bacardi 151 Proof, 3 oz. Pineapple juice, 3 oz. Cranberry juice, Ice Cubes, Mix ingredients as listed,,
973,Tennessee Tea, Mixed Cocktail, Collins, Lemon Squeeze, Any, 3/4 oz. Bourbon, 3/4 oz. Triple Sec, 3 oz. Sweet & Sour, Top with Cola, In Shaker, mix ingredients, pour over ice,
974,Tequila Maria, Mixed Cocktail, Collins, Celery Stalk & Lime Squeeze, Brunch, 1 1/4 oz. Tequila, 4 oz. Bloody Mary Mix, Pour ingredients as listed over ice,,,,,
975,Tequila Puff, Shooter, Shot Glass, None, Any, 1 1/2 oz. Pepe Lopez Tequila, 1 1/2 oz. Ginger Ale, squeeze Lime juice, Slam glass on bar to create foaming sensation,,,,
976,Tequila Sunrise - 1, Mixed Cocktail, Tall Specialty, None, Cinco de Mayo, 1 1/4 oz. Tequila, 4 oz. Orange juice, 1/2 oz. Grenadine, Pour ingredients as listed over ice,,,,
977,Tequila Sunrise - 2, Mixed Cocktail, Tall Glass, None, Any, 1 1/2 oz. Pepe Lopez Tequila, 3/4 oz. Grenadine, Orange juice, Mix ingredients as listed,,,,,
978,Tequini, Mixed Cocktail, Rocks Glass, Olives or lemon twist, Any, 4 oz. Pepe Lopez Tequila, 1 oz. Noilly Prat Dry Vermouth, Stir on ice,,,,,,
979,Test Tube Baby - 1, Shooter, Cordial, None, Any, 3/4 oz. Bourbon, 3/4 oz. Peppermint Schnapps, Drop in 1 Drop Half & Half, Pour Liqueurs in the order they are listed,,,,,
980,Test Tube Baby - 2, Mixed Cocktail, Short Glass, None, Father`s Day, 1/3 oz. Southern Comfort, 1/3 oz. Pepe Lopez Tequila, 1/3 oz. Fresh Cream, Triple Sec, Top with triple sec,,,,
981,Texas Sweat, Shooter, Shot Glass, None, Any, 1 part Pepe Lopez Tequila, 1 part Grenadine, 1 part Green Creme de Menthe, 1 part Bacardi 151 Proof Rum, Mix ingredients as listed,,,,
982,Texas Tea, Mixed Cocktail, Collins, Lemon Squeeze, Any, 1/2 oz. Vodka, 1/2 oz. Tequila, 1/2 oz. Rum, 1/2 oz. Triple Sec, 2 oz. Sweet & Sour Mix, Top with Cola, In Shaker, mix ingredients, pour over ice
983,Thai Coffee, Hot Drink, Coffee Mug, None, Any, 1 1/4 oz. Korbel Spiced Brandy, 1 oz. Cream of Coconut, 6 oz. Coffee, Combine all ingredients in an 8 1/2 oz. footed mug, top with whipped cream,,,,
984,The 49` Er, Mixed Cocktail, Tall Glass, 7 3/4 inch clear drinking straw and a lemon wedge, Any, 1 1/2 oz. Jack Daniel`s, 2 oz. Sweet and Sour Bar Mix, 3/4 oz. Triple Sec, 7-Up, Lemon Wedge, Top with 7-Up; build with ice cubes; use 14 oz. Gibralter tall glass,,,
985,The Big Mona, Mixed Cocktail, Short Glass, None, Any, 1 1/2 oz. Korbel Spiced Brandy, 1/2 oz. Jaegermeister, Combine,,,,,,
986,The Bourbon Bang, Mixed Cocktail, Sour Glass, Cherry and orange slice, Any, 1 1/2 oz. Early Times, 1/2 oz. Apricot Brandy, 1 oz. Lemon juice, 1 tsp Sugar, Combine ingredients, shake with ice; strain into sour glass,,,
987,The Bucking Bronco, Mixed Cocktail, Tall Glass, 8 inch sipstix, Any, 1 1/2 oz. Southern Comfort, Orange juice, Use 14 oz. Gibralter tall glass,,,,,,
988,The Cannes-tini (Blue), Martini, Martini, None, Any, 1 1/2 oz. SKYY VODKA, 1/2 Blue Curacao, dash of triple sec, Serve chilled, straight up in a martini glass. Shaken, not stirred,,,
989,The Citrus Golden Rule, Martini, Martini, None, Any, 1 1/2 oz. Skyy Citrus, 1/2 oz. Grand Marnier, 3 oz. orange juice, In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass half full of ice cubes,,,,
990,The Grand, Martini, Chilled Cocktail (rimmed with red sugar), None, Valentine`s Day, 1/2 oz. Orange Brandy Liqueur, 1/2 oz. Amaretto, 1/2 oz. Vodka, 1/2 oz. Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,,
991,The Heater, Hot Drink, Coffee Mug, None, Any, 3/4 oz. Jack Daniel`s, 3/4 oz. Amaretto, 1 mug Coffee, Whipped Cream, Mix ingredients as listed,,,,
992,The Huckleberry, Mixed Cocktail, Tall Glass, Orange/cherry flag, Any, 1/2 oz. Finlandia Vodka, 1/2 oz. Southern Comfort, 1/2 oz. Sloe Gin, 1/2 oz. Creme de Noyaux, Orange juice, Fill 12 oz. glass with ice; add all ingredients; fill with orange juice; shake well,,,
993,The Liberty, Mixed Cocktail, Cocktail Glass, Cherry, 4th of July, 1 oz. Jack Daniel`s, 1/2 oz. Southern Comfort, 1 oz. Noilly Prat Dry Vermouth, 1/2 oz. Lime juice, Combine ingredients over ice, shake, and strain into a cocktail glass,,
994,The New Orleans, Mixed Cocktail, Poco Grande Glass, None, Any, 1 1/2 oz. Southern Comfort, 3/4 oz. Pepe Lopez Tequila, 1/4 oz. Triple Sec, 1 oz. Sweet and Sour Mix, dash Grenadine, Blend with crushed ice and garnish; pour into 13 oz. Poco Grande glass with 7 3/4 inch clear drinking straw and a cherry with an orange on a sword pic,,,
995,The President, Mixed Cocktail, Cocktail Glass, None, Any, 1 oz. Jack Daniel`s, 2 1/2 oz. Whipping Cream, 1 oz. Banana Liqueur, 1/2 oz. Coffee Liqueur (Kahlua), Shake ingredients over ice and serve in a cocktail glass; sprinkle with powdered or flaked chocolate on top,,,,
996,The South Sun, Mixed Cocktail, Cocktail Glass, Orange peel, Any, 1 1/2 oz. Jack Daniel`s, 1 1/2 oz. Southern Comfort, 2 1/2 oz. Orange juice, 2 dashes Grenadine, dash Tangerine Liqueur, Shake all ingredients over ice and serve in a large cocktail glass,,,
997,The Southern Comfortable Nut, Hot Drink, Coffee Mug, None, Father`s Day, 1 oz. Southern Comfort, 1/2 oz. Frangelico, 1/2 oz. Amaretto, 3 oz. Coffee, Mix ingredients as listed,,,,
998,The Sportscaster, Mixed Cocktail, Highball Glass, Strawberry, Any, 1 1/4 oz. Southern Comfort, 1/2 oz. Peach Schnapps, 3 oz. Orange juice, 2 1/2 oz. Pineapple juice, 1/4 oz. Amaretto, Shake all ingredients over crushed ice; serve in 12 oz. highball glass,,,
999,Tidal Wave, Frozen Drink, Stemmed Glass, None, Any, 3/4 oz. Finlandia Vodka, 3/4 oz. Southern Comfort, 3/4 oz. Gin, dash Grenadine, scoop Orange Sherbet, Place ingredients in blender; blend,,,
1000,Tidy Bowl, Mixed Cocktail, Cocktail Glass, None, Any, 1 1/2 oz. Pepe Lopez Tequila, 1/2 oz. Blue Curacao, 1 oz. Lemon juice, Lime juice may be substituted,,,,,
1001,Tivoli, Mixed Cocktail, Cocktail Glass, None, Any, 1/2 oz. Jack Daniel`s, 1/2 oz. Noilly Prat Sweet Vermouth, 1/2 oz. Aquavit, dash Campari, Mix ingredients as listed,,,,
1002,Toledo Cappuccino, Cappuccino, Footed Glass Mug, Heavy Whipping Cream, Shaved Chocolate & Cookie, Any, 1/2 oz. Irish Cream, 1/2 oz. Coffee Liqueur, 3 oz. Milk, 1 Espresso Shot, Steam milk and liquor together in mug until foamy, Brew 1 Shot of Espresso, Pour Shot of Espresso into center of steamed milk/liquor mixture,
1003,Top Shelf Iced Tea, Mixed Cocktail, Collins, Lemon Squeeze, Any, 1/2 oz. Premium Vodka, 1/2 oz. Premium Gin, 1/2 oz. Premium Rum, 1/2 oz. Orange Brandy Liqueur, 2 oz. Sweet & Sour Mix, Top with Cola, In Shaker, mix ingredients, pour over ice
1004,Torrance Coffee, Coffee Drink, Footed Glass Mug, Preheated, Heavy Whipping Cream, Any, 3/4 oz. Peppermint Schnapps, 3/4 oz. Irish Cream, Fill with Hot Coffee, Pour ingredients as listed into preheated mug,,,,
1005,Toxic Waste, Shooter, Shot Glass, None, Any, 1/2 oz. Southern Comfort, 1/2 oz. Melon Liqueur, 1 oz. Cranberry juice, 1/2 oz. Sour Mix, 1/2 oz. Stolichnaya, Shake with rocks, and strain into shot glass,,
1006,Trilby, Mixed Cocktail, Short Glass, None, Any, 1/2 oz. Jack Daniel`s, 1/2 oz. Noilly Prat Sweet Vermouth, 2 dashes Orange Bitters, Mix ingredients as listed,,,,,
1007,Trip To Paradise, Mixed Cocktail, Tall Glass, None, Any, 1 1/2 oz. Southern Comfort, 1 1/2 oz. Amaretto, Pineapple juice, Mix ingredients as listed,,,,,
1008,Trois Rivieres, Mixed Cocktail, Short Glass, Orange slice, Any, 1 1/2 oz. Canadian Mist, 3/4 oz. Dubonnet Rouge, 1/2 oz. Triple Sec, Orange Wedge, Mix ingredients as listed,,,,
1009,Trolly, Mixed Cocktail, Rocks Glass, None, Any, 1 oz. Jack Daniel`s, 2 oz. Cranberry juice, 2 oz. Pineapple juice, Crushed Ice, Mix ingredients as listed,,,,,
1010,Tropical Blend, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, Any, 1 oz. Melon Liqueur, 1 oz. Banana Liqueur, 2 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
1011,Tropical Delight, Ice Cream Drink, Tall Specialty, Orange Slice & Banana Slice, Any, 1/2 Ripe Banana, 1 1/4 oz. Rum, 2 oz. Pina Colada Mix, 1 Scoop Orange Sherbet, 1 Scoop Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
1012,Tropical Oasis, Smoothie, Collins, Orange Slice & Cherry, Any, 2 oz. Pineapple juice, 2 oz. Papaya juice, 1 oz. Peach Nectar, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
1013,Tropical Runner, Smoothie, Collins, Pineapple Wedge, Banana Slice & Cherry, Any, 1/2 Ripe Banana, 1 Pineapple Ring, 3 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
1014,Tropical Wine Cooler, Wine Drink, Tall Specialty, Pineapple Wedge & Cherry, Any, 1/2 oz. Pineapple juice, 1/2 oz. Cranberry juice, 1/2 oz. Grape juice, 4 oz. Chablis, 1/2 oz. Amaretto, 1/2 oz. Cherry Liqueur, Fill with Lemon-Lime Sod, Pour ingredients as listed over ice,,
1015,Tuaca Hot Apple Pie, Hot Drink, Mug, None, Winter, 1 1/2 oz. Tuaca, 5-6 oz. Apple Cider, After warming the apple cider, add Tuaca and top with a whisper of whipped cream and a kiss of cinnamon,,,,,,
1016,Tuaca Lemon Drop, Shooter, Shot Glass, None, Birthday, 1 oz. Tuaca, squeeze Lemon, Add Tuaca, sqeeze of lemon juice and a pinch of sugar to shaker filled with ice. Shake and strain into shot glass,,,,,,
1017,Tuaca Shaken Not Stirred, Shooter, Shot glass, None, Any, 1 1/2 oz. Tuaca, Pour Tuaca over ice, shake vigorously and strain into a shot glass,,,,,,,
1018,Tuacaccino, Hot Drink, Mug, Whipped cream and a sprinkle of cinnamon, Winter, 1 oz. Tuaca, 2 tsp. Instant Cocoa, 5-6 oz. Hot,Strong Coffee, Combine Tuaca and cocoa in a cup and fill with hot coffee,,,,,
1019,Tuacarita, Frozen Drink, Margarita, None, Any, 1 oz. Tuaca, 3 oz. Sweet and Sour, 1 oz. Pepe Lopez Tequila, 1 cup Crushed ice, Add Tuaca, Sweet and Sour, Pepe Lopez and ice to blender. Blend and serve in salt-rimmed Margarita glass,,,
1020,Tuacatini, Martini, Martini, Lemon twist, Any, 1/2 oz. Tuaca, 1 1/2 oz. Finlandia, 3/4 oz. Cranberry juice, Pour Tuaca, Finlandia Vodka and cranberry juice over ice, shake and serve in a chilled martini glass,,,,
1021,Tumbleweed, Frozen Drink, Stemmed Glass, None, Any, 1 1/4 oz. Southern Comfort, 1 oz. Finlandia Vodka, 1 oz. Coffee Liqueur (Kahlua), 1 scoop Vanilla Ice Cream, Blend for 60 seconds and top with a pinch of nutmeg or cinnamon,,,,,
1022,Turquoise Blue, Mixed Cocktail, Collins, None, Blue, 1 1/4 oz. Rum, 1/2 oz. Triple Sec, 1/2 oz. Blue Curacao, 1 1/2 oz. Pineapple juice, 1 oz. Sweet & Sour Mix, In Shaker, mix ingredients, pour over ice,,
1023,Tutti Fruitti, Ice Cream Drink, Tall Specialty, Orange Slice, Strawberry & Cherry, Birthday, 1 oz. Pureed Strawberries, 1 oz. Peach Slices with Syrup, 1/4 Ripe Banana, 1 1/4 oz. Rum, 1/2 oz. Simple Syrup, 1 oz. Papaya juice, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
1024,Uncle Sam, Mixed Cocktail, Short Glass, None, 4th of July, 1 oz. Jack Daniel`s, 1 oz. Peach Schnapps, dash Lime juice, Mix ingredients as listed,,,,,,
1025,Uncle Vanya, Mixed Cocktail, Collins, Lime Squeeze, Any, 1 1/4 oz. Vodka, 1/2 oz. Blackberry Brandy, 3 oz. Sweet & Sour Mix, In Shaker, mix ingredients, pour over ice,,
1026,Uptown Manhattan, Mixed Cocktail, Stemmed Glass, Lemon twist, Any, 1 oz. Early Times, 1 oz. Noilly Prat Dry Vermouth, 1 oz. Triple Sec, Combine ingredients with cracked ice; strain into stemmed glass,,,,
1027,Urinalysis, Shooter, Short Glass, None, Any, 3/4 oz. Southern Comfort, 1/2 oz. Peppermint Schnapps, Fill shaker can 1/2 full of ice; put ingredients into shaker can; hand swirl; strain into 2 oz. shot glass,,,,,
1028,Vancouver, Mixed Cocktail, Tall Glass, None, Any, 2 oz. Canadian Mist, 1 oz. Dubonnet Rouge, 1/2 oz. Lemon juice, 1/2 oz. Egg Whites, 1/2 tsp Maple Syrup, 3 dashes Orange Bitters, Mix ingredients as listed,
1029,Vanilla Chocolate Chip, Hot Drink, Footed Glass Mug, Preheated, Aerosol Whipping Cream & 1 Tbs Chocolate Chips, Any, 1/2 oz. Vanilla Syrup, Hot Chocolate, Pour ingredients as listed into preheated mug,,,,
1030,Velvet Hammer - 1, Ice Cream Drink, Tall Specialty, None, Any, 1 oz. Triple Sec, 1 oz. White Creme de Cacao, 3/4 oz. Grenadine, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
1031,Velvet Hammer - 2, Martini, Chilled Cocktail, None, Any, 3/4 oz. Triple Sec, 3/4 oz. White Creme de Cacao, Dash Grenadine, 1 oz. Half & Half, In Shaker, mix ingredients with ice and strain into glass,,
1032,Vermouth Cassis, Highball, Tall Highball, None, Any, 1 1/2 oz. Dry Vermouth, 3/4 oz. Creme de Cassis, Top with Soda, Pour ingredients as listed over ice,,,,
1033,Very Merry Berry, Ice Cream Drink, Tall Specialty, Cherry, Winter, 3/4 oz. Blackberry Brandy, 3/4 oz. Raspberry Liqueur, 3/4 oz. Strawberry Liqueur, 1/2 oz. Almond Syrup, 1 Scoop Vanilla Ice Cream, 1 Scoop Orange Sherbet, Combine ingredients in blender, blend until smooth
1034,Vick-sippy, Mixed Cocktail, Tall Glass, None, Any, 1 1/2 oz. Southern Comfort, 3/4 oz. Creme de Cassis, 1 1/2 oz. Sweet and Sour Mix, 1 1/2 oz. 7-Up, dash Grenadine, Mix together all ingredients; shake with ice cubes; serve in a tall glass; top with whipped cream, a cherry; stick in a straw and stir until it become,
1035,Virgin Daiquiri, Frozen Drink, Collins, Strawberry, Valentine`s Day, 3 oz. Pureed Strawberries, 1 1/4 oz. Simple Syrup, 1 1/4 oz. Lime Juce, 1 oz. Grenadine, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
1036,Virgin Frozen Glory, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, 4th of July, 2 oz. Pureed Strawberries, 5 oz. Pina Colada, 1 Scoop crushed ice, 2 oz. Prepared Blue Jello. Place strawberries in bottom of glass. Float contents of blender on top. Pile Prepared Blue Jello on top and garnish, Combine ingredients in blender, blend until smooth,,
1037,Virgin Pina Colada, Frozen Drink, Collins, Pineapple Wedge & Cherry, Any, 61/2 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,
1038,Vodka Punch, Mixed Cocktail, Collins, Orange Slice & Cherry, Any, 1 1/4 oz. Vodka, 2 oz. Orange juice, Dash Grenadine, Top with Lemon-Lime Soda, In Shaker, mix ingredients, pour over ice,
1039,Voodoo, Mixed Cocktail, Tall Glass, None, Halloween, 1 oz. Southern Comfort, 1 oz. Finlandia Vodka, 1/2 oz. Orange juice, 1/2 oz. Lime juice, splash Peppermint Schnapps, 7-Up, Mix ingredients as listed,
1040,Wagon Wheel, Mixed Cocktail, Tall Glass, None, Any, 2 oz. Southern Comfort, 1 oz. Korbel Brandy, 1 oz. Sour Mix, 1/2 oz. Grenadine, Mix ingredients as listed,,,
